time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,personal_budget,org_arrangments,pb_health,pb_education,pb_social,pb_integrated
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Primary type of need,"Speech, language and communication needs",0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Primary type of need,Vision impairment,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Sex,Female,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Sex,Male,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - academy,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - free school,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - LA maintained,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,AP/PRU - total,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - elective home education,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - NEET,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - other schools and establishments,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - total,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Educated elsewhere - Welsh establishment,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - general FE and tertiary colleges,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - specialist post-16 institutions,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - total,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,FE - UKRLP provider,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - academy,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - academy (resourced provision),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - academy (SEN unit),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - free school,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - free school (resourced provision),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - independent,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - LA maintained,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Mainstream - total,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Non-maintained early years,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Placement not recorded,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - academy,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - free school,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - independent,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - LA maintained,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - non-maintained,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Type of placement,Special - total,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All personal budgets,All personal budgets,150,1,0,8,141,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 10,9,0,0,0,9,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 11,4,0,0,1,3,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 12,4,0,0,1,3,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 13,4,0,0,0,4,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 14,16,0,0,2,14,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 15,8,0,0,1,7,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 16,13,0,0,0,13,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 17,7,1,0,1,5,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 18,13,0,0,0,13,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 19,9,0,0,1,8,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 2 and under,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 20 and over,29,0,0,0,29,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 3,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 4,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 5,2,0,0,0,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 6,8,0,0,0,8,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 7,6,0,0,0,6,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 8,10,0,0,1,9,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Child or young persons age,age 9,8,0,0,0,8,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Any other ethnic group,4,0,0,0,4,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Any other Asian background,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Bangladeshi,4,0,0,0,4,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Chinese,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Indian,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Asian - Pakistani,3,0,0,0,3,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Black - Any other Black background,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Black - Black African,5,0,0,0,5,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Black - Black Caribbean,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - Any other Mixed background,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - White and Asian,3,0,0,0,3,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - White and Black African,4,0,0,0,4,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Mixed - White and Black Caribbean,3,0,0,0,3,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,Unclassified,5,0,0,0,5,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Any other White background,3,0,0,1,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Gypsy/Roma,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Irish,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Ethnicity,White - White British,113,1,0,7,105,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Autistic spectrum disorder,45,0,0,3,42,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Hearing impairment,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Moderate learning difficulty,23,0,0,0,23,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Multi-sensory impairment,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Not reported,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Other difficulty or disability,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Physical disability,11,0,0,0,11,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Profound and multiple learning difficulty,16,0,0,2,14,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Severe learning difficulty,12,0,0,0,12,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,"Social, emotional and mental health",5,0,0,3,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Specific learning difficulty,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,"Speech, language and communication needs",36,1,0,0,35,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Primary type of need,Vision impairment,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Sex,Female,54,0,0,4,50,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Sex,Male,96,1,0,4,91,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - academy,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - free school,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - LA maintained,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,AP/PRU - total,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - elective home education,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - NEET,5,0,0,0,5,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),3,0,0,0,3,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - online provider,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - other arrangements by LA,10,0,0,8,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - other placement settings,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Educated elsewhere - total,19,0,0,8,11,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - general FE and tertiary colleges,8,1,0,0,7,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - specialist post-16 institutions,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - total,36,1,0,0,35,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,FE - UKRLP provider,28,0,0,0,28,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - academy,2,0,0,0,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - academy (resourced provision),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - academy (SEN unit),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - independent,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - LA maintained,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Mainstream - total,2,0,0,0,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Non-maintained early years,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Placement not recorded,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Special - academy,89,0,0,0,89,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Special - independent,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Special - LA maintained,2,0,0,0,2,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Special - non-maintained,1,0,0,0,1,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Type of placement,Special - total,92,0,0,0,92,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,All personal budgets,All personal budgets,18,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 10,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 11,3,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 12,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 13,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 14,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 15,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 16,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 17,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 18,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 19,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 20 and over,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 3,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 4,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 5,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 6,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 7,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 8,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Child or young persons age,age 9,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Any other ethnic group,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Asian - Any other Asian background,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Asian - Bangladeshi,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Asian - Chinese,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Asian - Indian,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Asian - Pakistani,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Black - Any other Black background,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Black - Black African,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Black - Black Caribbean,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Mixed - Any other Mixed background,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Mixed - White and Asian,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Mixed - White and Black African,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Mixed - White and Black Caribbean,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,Unclassified,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,White - Any other White background,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,White - Gypsy/Roma,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,White - Irish,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Ethnicity,White - White British,9,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Autistic spectrum disorder,10,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Hearing impairment,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Moderate learning difficulty,1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Multi-sensory impairment,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Not reported,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Other difficulty or disability,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Physical disability,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Profound and multiple learning difficulty,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Severe learning difficulty,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,"Social, emotional and mental health",4,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Specific learning difficulty,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,"Speech, language and communication needs",3,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Primary type of need,Vision impairment,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Sex,Female,5,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Sex,Male,13,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,AP/PRU - academy,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,AP/PRU - free school,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,AP/PRU - total,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - elective home education,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - NEET,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - not in education or training (compulsory school age),1,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - other arrangements by LA,4,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,Educated elsewhere - total,7,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,FE - general FE and tertiary colleges,2,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,FE - specialist post-16 institutions,0,0,0,0,0,0
202526,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Type of placement,FE - total,2,0,0,0,0,0
